"(Intercept)","METHODTrampa","ALT2","ALT3","ALT4","ALT5","SEXMale","poly(MONTH, 4)1","poly(MONTH, 4)2","poly(MONTH, 4)3","poly(MONTH, 4)4","METHODTrampa:ALT2","METHODTrampa:ALT3","METHODTrampa:ALT4","METHODTrampa:ALT5","ALT2:poly(MONTH, 4)1","ALT3:poly(MONTH, 4)1","ALT4:poly(MONTH, 4)1","ALT5:poly(MONTH, 4)1","ALT2:poly(MONTH, 4)2","ALT3:poly(MONTH, 4)2","ALT4:poly(MONTH, 4)2","ALT5:poly(MONTH, 4)2","ALT2:poly(MONTH, 4)3","ALT3:poly(MONTH, 4)3","ALT4:poly(MONTH, 4)3","ALT5:poly(MONTH, 4)3","ALT2:poly(MONTH, 4)4","ALT3:poly(MONTH, 4)4","ALT4:poly(MONTH, 4)4","ALT5:poly(MONTH, 4)4"
1,0,0,0,1,0,0,0.00754912394840579,-0.0306650674525649,-0.00997307069788373,0.029238439418213,0,0,0,0,0,0,0.00754912394840579,0,0,0,-0.0306650674525649,0,0,0,-0.00997307069788373,0,0,0,0.029238439418213,0
1,0,0,1,0,0,0,0.00754912394840579,-0.0306650674525649,-0.00997307069788373,0.029238439418213,0,0,0,0,0,0.00754912394840579,0,0,0,-0.0306650674525649,0,0,0,-0.00997307069788373,0,0,0,0.029238439418213,0,0
1,0,0,0,1,0,1,0.00754912394840579,-0.0306650674525649,-0.00997307069788373,0.029238439418213,0,0,0,0,0,0,0.00754912394840579,0,0,0,-0.0306650674525649,0,0,0,-0.00997307069788373,0,0,0,0.029238439418213,0
1,0,0,1,0,0,1,0.00754912394840579,-0.0306650674525649,-0.00997307069788373,0.029238439418213,0,0,0,0,0,0.00754912394840579,0,0,0,-0.0306650674525649,0,0,0,-0.00997307069788373,0,0,0,0.029238439418213,0,0
1,1,0,0,1,0,0,0.0135548385190708,-0.0266473540623577,-0.0231969264997166,0.0159779968634248,0,0,1,0,0,0,0.0135548385190708,0,0,0,-0.0266473540623577,0,0,0,-0.0231969264997166,0,0,0,0.0159779968634248,0
1,1,0,0,1,0,1,0.0135548385190708,-0.0266473540623577,-0.0231969264997166,0.0159779968634248,0,0,1,0,0,0,0.0135548385190708,0,0,0,-0.0266473540623577,0,0,0,-0.0231969264997166,0,0,0,0.0159779968634248,0
1,0,0,0,1,0,0,0.0165576958044033,-0.023593666287472,-0.0285809619456737,0.00643127047135144,0,0,0,0,0,0,0.0165576958044033,0,0,0,-0.023593666287472,0,0,0,-0.0285809619456737,0,0,0,0.00643127047135144,0
1,0,0,0,1,0,1,0.0165576958044033,-0.023593666287472,-0.0285809619456737,0.00643127047135144,0,0,0,0,0,0,0.0165576958044033,0,0,0,-0.023593666287472,0,0,0,-0.0285809619456737,0,0,0,0.00643127047135144,0
1,1,0,0,1,0,0,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,1,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0
1,1,1,0,0,0,0,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,1,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0,0
1,1,0,1,0,0,0,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,1,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0
1,1,0,0,1,0,1,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,1,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0
1,1,1,0,0,0,1,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,1,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0,0
1,1,0,1,0,0,1,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,1,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0
1,0,0,0,1,0,0,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,0,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0
1,0,1,0,0,0,0,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0,0
1,0,0,1,0,0,0,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0
1,0,0,0,1,0,1,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,0,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0
1,0,1,0,0,0,1,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0,0
1,0,0,1,0,0,1,0.0195605530897358,-0.0198434244593982,-0.0327900317036966,-0.0043601679236117,0,0,0,0,0,0.0195605530897358,0,0,0,-0.0198434244593982,0,0,0,-0.0327900317036966,0,0,0,-0.0043601679236117,0,0
1,0,0,0,1,0,0,0.0225634103750683,-0.0153966285781362,-0.0355568577353145,-0.0156958830509114,0,0,0,0,0,0,0.0225634103750683,0,0,0,-0.0153966285781362,0,0,0,-0.0355568577353145,0,0,0,-0.0156958830509114,0
1,0,0,0,1,0,1,0.0225634103750683,-0.0153966285781362,-0.0355568577353145,-0.0156958830509114,0,0,0,0,0,0,0.0225634103750683,0,0,0,-0.0153966285781362,0,0,0,-0.0355568577353145,0,0,0,-0.0156958830509114,0
1,0,0,1,0,0,0,0.0255662676604008,-0.0102532786436862,-0.0366141620020562,-0.0267348662676897,0,0,0,0,0,0.0255662676604008,0,0,0,-0.0102532786436862,0,0,0,-0.0366141620020562,0,0,0,-0.0267348662676897,0,0
1,0,0,1,0,0,1,0.0255662676604008,-0.0102532786436862,-0.0366141620020562,-0.0267348662676897,0,0,0,0,0,0.0255662676604008,0,0,0,-0.0102532786436862,0,0,0,-0.0366141620020562,0,0,0,-0.0267348662676897,0,0
1,0,0,0,1,0,0,0.0285691249457332,-0.00441337465604815,-0.035694666465451,-0.0364955355587842,0,0,0,0,0,0,0.0285691249457332,0,0,0,-0.00441337465604815,0,0,0,-0.035694666465451,0,0,0,-0.0364955355587842,0
1,0,0,0,1,0,1,0.0285691249457332,-0.00441337465604815,-0.035694666465451,-0.0364955355587842,0,0,0,0,0,0,0.0285691249457332,0,0,0,-0.00441337465604815,0,0,0,-0.035694666465451,0,0,0,-0.0364955355587842,0
1,0,0,0,1,0,0,0.0345748395163982,0.0093560954787923,-0.0268561638283156,-0.0475527374417475,0,0,0,0,0,0,0.0345748395163982,0,0,0,0.0093560954787923,0,0,0,-0.0268561638283156,0,0,0,-0.0475527374417475,0
1,0,0,0,1,0,1,0.0345748395163982,0.0093560954787923,-0.0268561638283156,-0.0475527374417475,0,0,0,0,0,0,0.0345748395163982,0,0,0,0.0093560954787923,0,0,0,-0.0268561638283156,0,0,0,-0.0475527374417475,0
1,1,0,0,1,0,1,0.0405805540870632,0.0259117818263851,-0.00690312551614068,-0.0382033651324069,0,0,1,0,0,0,0.0405805540870632,0,0,0,0.0259117818263851,0,0,0,-0.00690312551614068,0,0,0,-0.0382033651324069,0
1,1,0,0,1,0,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726,0
1,1,0,0,0,1,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,1,0,0,1,0,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726,0
1,1,0,0,0,1,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,0,0,0,1,0,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726,0
1,0,0,0,0,1,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,0,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,0,0,0,1,0,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726,0
1,0,0,0,0,1,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,0,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,1,0,1,0,0,0,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,1,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0,0
1,1,0,0,1,0,0,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,0,1,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0
1,1,0,1,0,0,1,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,1,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0,0
1,1,0,0,1,0,1,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,0,1,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0
1,0,0,1,0,0,0,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,0,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0,0
1,0,0,0,1,0,0,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,0,0,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0
1,0,0,1,0,0,1,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,0,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0,0
1,0,0,0,1,0,1,0.0495891259430607,0.055969466746685,0.0485435520160623,0.0429458667803467,0,0,0,0,0,0,0.0495891259430607,0,0,0,0.055969466746685,0,0,0,0.0485435520160623,0,0,0,0.0429458667803467,0
1,1,0,0,0,1,0,-0.0434994499022466,0.0476778483205499,-0.0531365634854053,0.0575858263368452,0,0,0,1,0,0,0,-0.0434994499022466,0,0,0,0.0476778483205499,0,0,0,-0.0531365634854053,0,0,0,0.0575858263368452
1,1,0,0,0,1,1,-0.0434994499022466,0.0476778483205499,-0.0531365634854053,0.0575858263368452,0,0,0,1,0,0,0,-0.0434994499022466,0,0,0,0.0476778483205499,0,0,0,-0.0531365634854053,0,0,0,0.0575858263368452
1,1,0,0,0,1,0,-0.0374937353315816,0.0280127239023622,-0.0108909929428703,-0.00981237926326893,0,0,0,1,0,0,0,-0.0374937353315816,0,0,0,0.0280127239023622,0,0,0,-0.0108909929428703,0,0,0,-0.00981237926326893
1,1,0,0,0,0,0,-0.0254823061902516,-0.00295887629575633,0.0321059043954519,-0.0360378628097516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,-0.0254823061902516,-0.00295887629575633,0.0321059043954519,-0.0360378628097516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,-0.0194765916195867,-0.0142653520756871,0.0371336798067744,-0.0207695467157081,0,0,0,1,0,0,0,-0.0194765916195867,0,0,0,-0.0142653520756871,0,0,0,0.0371336798067744,0,0,0,-0.0207695467157081
1,1,0,0,0,1,1,-0.0194765916195867,-0.0142653520756871,0.0371336798067744,-0.0207695467157081,0,0,0,1,0,0,0,-0.0194765916195867,0,0,0,-0.0142653520756871,0,0,0,0.0371336798067744,0,0,0,-0.0207695467157081
1,0,0,0,0,1,0,-0.0194765916195867,-0.0142653520756871,0.0371336798067744,-0.0207695467157081,0,0,0,0,0,0,0,-0.0194765916195867,0,0,0,-0.0142653520756871,0,0,0,0.0371336798067744,0,0,0,-0.0207695467157081
1,0,0,0,0,1,1,-0.0194765916195867,-0.0142653520756871,0.0371336798067744,-0.0207695467157081,0,0,0,0,0,0,0,-0.0194765916195867,0,0,0,-0.0142653520756871,0,0,0,0.0371336798067744,0,0,0,-0.0207695467157081
1,1,0,0,0,1,0,-0.00145944790759169,-0.0314674821389651,0.0119930047025981,0.030365850372412,0,0,0,1,0,0,0,-0.00145944790759169,0,0,0,-0.0314674821389651,0,0,0,0.0119930047025981,0,0,0,0.030365850372412
1,1,0,0,0,1,1,-0.00145944790759169,-0.0314674821389651,0.0119930047025981,0.030365850372412,0,0,0,1,0,0,0,-0.00145944790759169,0,0,0,-0.0314674821389651,0,0,0,0.0119930047025981,0,0,0,0.030365850372412
1,0,0,1,0,0,0,0.00454626666307329,-0.0316290930678864,-0.00266780641894984,0.0322541519013448,0,0,0,0,0,0.00454626666307329,0,0,0,-0.0316290930678864,0,0,0,-0.00266780641894984,0,0,0,0.0322541519013448,0,0
1,0,0,0,0,0,0,0.00454626666307329,-0.0316290930678864,-0.00266780641894984,0.0322541519013448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0.00454626666307329,-0.0316290930678864,-0.00266780641894984,0.0322541519013448,0,0,0,0,0,0.00454626666307329,0,0,0,-0.0316290930678864,0,0,0,-0.00266780641894984,0,0,0,0.0322541519013448,0,0
1,0,0,0,0,0,1,0.00454626666307329,-0.0316290930678864,-0.00266780641894984,0.0322541519013448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,-0.0374937353315816,0.0280127239023622,-0.0108909929428703,-0.00981237926326893,0,0,0,1,0,0,0,-0.0374937353315816,0,0,0,0.0280127239023622,0,0,0,-0.0108909929428703,0,0,0,-0.00981237926326893
1,1,0,0,0,1,1,-0.0374937353315816,0.0280127239023622,-0.0108909929428703,-0.00981237926326893,0,0,0,1,0,0,0,-0.0374937353315816,0,0,0,0.0280127239023622,0,0,0,-0.0108909929428703,0,0,0,-0.00981237926326893
1,1,0,0,0,1,0,-0.0104680197635892,-0.0260009103466725,0.030100757217056,0.00987915629014588,0,0,0,1,0,0,0,-0.0104680197635892,0,0,0,-0.0260009103466725,0,0,0,0.030100757217056,0,0,0,0.00987915629014588
1,1,0,0,0,1,0,0.0135548385190708,-0.0266473540623577,-0.0231969264997166,0.0159779968634248,0,0,0,1,0,0,0,0.0135548385190708,0,0,0,-0.0266473540623577,0,0,0,-0.0231969264997166,0,0,0,0.0159779968634248
1,1,0,0,0,1,1,0.0135548385190708,-0.0266473540623577,-0.0231969264997166,0.0159779968634248,0,0,0,1,0,0,0,0.0135548385190708,0,0,0,-0.0266473540623577,0,0,0,-0.0231969264997166,0,0,0,0.0159779968634248
1,1,0,0,0,1,0,0.0165576958044033,-0.023593666287472,-0.0285809619456737,0.00643127047135144,0,0,0,1,0,0,0,0.0165576958044033,0,0,0,-0.023593666287472,0,0,0,-0.0285809619456737,0,0,0,0.00643127047135144
1,1,0,0,0,1,1,0.0165576958044033,-0.023593666287472,-0.0285809619456737,0.00643127047135144,0,0,0,1,0,0,0,0.0165576958044033,0,0,0,-0.023593666287472,0,0,0,-0.0285809619456737,0,0,0,0.00643127047135144
1,1,0,0,0,1,0,0.0225634103750683,-0.0153966285781362,-0.0355568577353145,-0.0156958830509114,0,0,0,1,0,0,0,0.0225634103750683,0,0,0,-0.0153966285781362,0,0,0,-0.0355568577353145,0,0,0,-0.0156958830509114
1,1,0,0,0,1,1,0.0225634103750683,-0.0153966285781362,-0.0355568577353145,-0.0156958830509114,0,0,0,1,0,0,0,0.0225634103750683,0,0,0,-0.0153966285781362,0,0,0,-0.0355568577353145,0,0,0,-0.0156958830509114
1,1,0,0,0,1,0,0.0255662676604008,-0.0102532786436862,-0.0366141620020562,-0.0267348662676897,0,0,0,1,0,0,0,0.0255662676604008,0,0,0,-0.0102532786436862,0,0,0,-0.0366141620020562,0,0,0,-0.0267348662676897
1,1,0,0,0,1,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,1,0,0,0,1,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,1,0,0,0,1,1,0.0525919832283932,0.0673818031598278,0.074899455364398,0.0956174661171398,0,0,0,1,0,0,0,0.0525919832283932,0,0,0,0.0673818031598278,0,0,0,0.074899455364398,0,0,0,0.0956174661171398
1,1,0,0,0,1,0,0.0525919832283932,0.0673818031598278,0.074899455364398,0.0956174661171398,0,0,0,1,0,0,0,0.0525919832283932,0,0,0,0.0673818031598278,0,0,0,0.074899455364398,0,0,0,0.0956174661171398
1,1,0,0,0,1,0,-0.0374937353315816,0.0280127239023622,-0.0108909929428703,-0.00981237926326893,0,0,0,1,0,0,0,-0.0374937353315816,0,0,0,0.0280127239023622,0,0,0,-0.0108909929428703,0,0,0,-0.00981237926326893
1,1,0,0,0,1,1,-0.0374937353315816,0.0280127239023622,-0.0108909929428703,-0.00981237926326893,0,0,0,1,0,0,0,-0.0374937353315816,0,0,0,0.0280127239023622,0,0,0,-0.0108909929428703,0,0,0,-0.00981237926326893
1,1,0,0,0,1,0,0.0315719822310657,0.00212308338477803,-0.0325310930870277,-0.0438557355367274,0,0,0,1,0,0,0,0.0315719822310657,0,0,0,0.00212308338477803,0,0,0,-0.0325310930870277,0,0,0,-0.0438557355367274
1,1,0,0,0,1,1,0.0315719822310657,0.00212308338477803,-0.0325310930870277,-0.0438557355367274,0,0,0,1,0,0,0,0.0315719822310657,0,0,0,0.00212308338477803,0,0,0,-0.0325310930870277,0,0,0,-0.0438557355367274
1,1,0,0,0,1,0,0.0345748395163982,0.0093560954787923,-0.0268561638283156,-0.0475527374417475,0,0,0,1,0,0,0,0.0345748395163982,0,0,0,0.0093560954787923,0,0,0,-0.0268561638283156,0,0,0,-0.0475527374417475
1,1,0,0,0,1,1,0.0345748395163982,0.0093560954787923,-0.0268561638283156,-0.0475527374417475,0,0,0,1,0,0,0,0.0345748395163982,0,0,0,0.0093560954787923,0,0,0,-0.0268561638283156,0,0,0,-0.0475527374417475
1,0,0,0,0,1,0,0.0345748395163982,0.0093560954787923,-0.0268561638283156,-0.0475527374417475,0,0,0,0,0,0,0,0.0345748395163982,0,0,0,0.0093560954787923,0,0,0,-0.0268561638283156,0,0,0,-0.0475527374417475
1,0,0,0,0,1,1,0.0345748395163982,0.0093560954787923,-0.0268561638283156,-0.0475527374417475,0,0,0,0,0,0,0,0.0345748395163982,0,0,0,0.0093560954787923,0,0,0,-0.0268561638283156,0,0,0,-0.0475527374417475
1,0,0,0,0,1,0,0.0405805540870632,0.0259117818263851,-0.00690312551614068,-0.0382033651324069,0,0,0,0,0,0,0,0.0405805540870632,0,0,0,0.0259117818263851,0,0,0,-0.00690312551614068,0,0,0,-0.0382033651324069
1,0,0,0,0,1,1,0.0405805540870632,0.0259117818263851,-0.00690312551614068,-0.0382033651324069,0,0,0,0,0,0,0,0.0405805540870632,0,0,0,0.0259117818263851,0,0,0,-0.00690312551614068,0,0,0,-0.0382033651324069
1,1,0,0,0,1,1,0.0435834113723957,0.0352344560799636,0.00790953961426394,-0.0219286665369788,0,0,0,1,0,0,0,0.0435834113723957,0,0,0,0.0352344560799636,0,0,0,0.00790953961426394,0,0,0,-0.0219286665369788
1,1,0,0,0,1,0,0.0435834113723957,0.0352344560799636,0.00790953961426394,-0.0219286665369788,0,0,0,1,0,0,0,0.0435834113723957,0,0,0,0.0352344560799636,0,0,0,0.00790953961426394,0,0,0,-0.0219286665369788
1,1,0,0,0,1,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,1,0,0,0,1,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,1,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,0,0,0,0,1,0,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,0,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,0,0,0,0,1,1,0.0465862686577282,0.0452536843867303,0.0263026727788413,0.00446587889350726,0,0,0,0,0,0,0,0.0465862686577282,0,0,0,0.0452536843867303,0,0,0,0.0263026727788413,0,0,0,0.00446587889350726
1,1,0,0,0,1,0,-0.0194765916195867,-0.0142653520756871,0.0371336798067744,-0.0207695467157081,0,0,0,1,0,0,0,-0.0194765916195867,0,0,0,-0.0142653520756871,0,0,0,0.0371336798067744,0,0,0,-0.0207695467157081
1,1,0,0,0,1,1,-0.0194765916195867,-0.0142653520756871,0.0371336798067744,-0.0207695467157081,0,0,0,1,0,0,0,-0.0194765916195867,0,0,0,-0.0142653520756871,0,0,0,0.0371336798067744,0,0,0,-0.0207695467157081
1,1,0,0,0,1,0,-0.0134708770489217,-0.0227856116428654,0.0340319721232278,-0.000101506088407994,0,0,0,1,0,0,0,-0.0134708770489217,0,0,0,-0.0227856116428654,0,0,0,0.0340319721232278,0,0,0,-0.000101506088407994
1,1,0,0,0,1,1,-0.0134708770489217,-0.0227856116428654,0.0340319721232278,-0.000101506088407994,0,0,0,1,0,0,0,-0.0134708770489217,0,0,0,-0.0227856116428654,0,0,0,0.0340319721232278,0,0,0,-0.000101506088407994
1,0,0,0,0,1,0,-0.0104680197635892,-0.0260009103466725,0.030100757217056,0.00987915629014588,0,0,0,0,0,0,0,-0.0104680197635892,0,0,0,-0.0260009103466725,0,0,0,0.030100757217056,0,0,0,0.00987915629014588
1,0,0,0,0,1,1,-0.0104680197635892,-0.0260009103466725,0.030100757217056,0.00987915629014588,0,0,0,0,0,0,0,-0.0104680197635892,0,0,0,-0.0260009103466725,0,0,0,0.030100757217056,0,0,0,0.00987915629014588
1,1,0,0,0,1,0,-0.0104680197635892,-0.0260009103466725,0.030100757217056,0.00987915629014588,0,0,0,1,0,0,0,-0.0104680197635892,0,0,0,-0.0260009103466725,0,0,0,0.030100757217056,0,0,0,0.00987915629014588
1,1,0,0,0,1,1,-0.0104680197635892,-0.0260009103466725,0.030100757217056,0.00987915629014588,0,0,0,1,0,0,0,-0.0104680197635892,0,0,0,-0.0260009103466725,0,0,0,0.030100757217056,0,0,0,0.00987915629014588
1,1,0,0,0,0,0,-0.0434994499022466,0.0476778483205499,-0.0531365634854053,0.0575858263368452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
